symbol,name,currency,exchange,mic_code,country,type
EFTRW,"eFFECTOR Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
EGAN,eGain Corp,USD,NASDAQ,XNCM,United States,Common Stock
EGBN,Eagle Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock
EGHT,8x8 Inc,USD,NASDAQ,XNGS,United States,Common Stock
EGIO,Edgio Inc,USD,NASDAQ,XNGS,United States,Common Stock
EGLX,Enthusiast Gaming Holdings Inc.,USD,NASDAQ,XNGS,United States,Common Stock
EGRX,Eagle Pharmaceuticals Inc-DE,USD,NASDAQ,XNMS,United States,Common Stock
EH,EHang Holdings Ltd,USD,NASDAQ,XNMS,United States,Depositary Receipt
EHTH,eHealth Inc,USD,NASDAQ,XNGS,United States,Common Stock
EIGR,Eiger BioPharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
EJH,E-Home Household Service Holdings Limited,USD,NASDAQ,XNCM,United States,Common Stock
EKSO,Ekso Bionics Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
ELBM,Electra Battery Materials Corporation,USD,NASDAQ,XNCM,United States,Common Stock
ELDN,"Eledon Pharmaceuticals, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ELEV,"Elevation Oncology, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ELMS,"Electric Last Mile Solutions, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ELOX,Eloxx Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
ELSE,Electro-Sensors Inc,USD,NASDAQ,XNCM,United States,Common Stock
ELTK,Eltek Ltd,USD,NASDAQ,XNCM,United States,Common Stock
ELYM,"Eliem Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
ELYS,"Elys Game Technology, Corp.",USD,NASDAQ,XNCM,United States,Common Stock
EM,Smart Share Global Limited,USD,NASDAQ,XNGS,United States,Common Stock
EMBC,Embecta Corp.,USD,NASDAQ,XNGS,United States,Common Stock
EMBK,"Embark Technology, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
EMBKW,"Embark Technology, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
EMCGR,Embrace Change Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
EMCGU,Embrace Change Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit
EMCGW,Embrace Change Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
EMKR,EMCORE Corp,USD,NASDAQ,XNMS,United States,Common Stock
EML,Eastern Co-The,USD,NASDAQ,XNMS,United States,Common Stock
EMLD,FTAC Emerald Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
EMLDU,FTAC Emerald Acquisition Corp. Unit,USD,NASDAQ,XNMS,United States,Unit
EMLDW,FTAC Emerald Acquisition Corp.,USD,NASDAQ,XNGS,United States,Common Stock
ENCP,Energem Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ENCPU,Energem Corp.,USD,NASDAQ,XNMS,United States,Unit
ENCPW,Energem Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ENER,Accretion Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ENERR,Accretion Acquisition Corp,USD,NASDAQ,XNMS,United States,Right
ENERU,Accretion Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
ENERW,Accretion Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ENG,ENGlobal Corp,USD,NASDAQ,XNCM,United States,Common Stock
ENLT,Enlight Renewable Energy Ltd.,USD,NASDAQ,XNGS,,Common Stock
ENLTF,ENLIGHT RENEWABLE ENERGY LTD.,USD,NASDAQ,XNAS,United States,Common Stock
ENLV,Enlivex Therapeutics Ltd,USD,NASDAQ,XNCM,United States,Common Stock
ENOB,Enochian Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock
ENPH,Enphase Energy Inc,USD,NASDAQ,XNMS,United States,Common Stock
ENSB,"Ensemble Health Partners, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ENSC,"Ensysce Biosciences, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ENSG,Ensign Group Inc-The,USD,NASDAQ,XNGS,United States,Common Stock
ENTA,Enanta Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
ENTF,Enterprise 4.0 Technology Acquisition Corp. Class A Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock
ENTFU,Enterprise 4.0 Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
ENTFW,Enterprise 4.0 Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ENTG,Entegris Inc,USD,NASDAQ,XNGS,United States,Common Stock
ENTX,Entera Bio Ltd,USD,NASDAQ,XNCM,United States,Common Stock
ENTXW,Entera Bio Ltd. WT EXP 062723,USD,NASDAQ,XNCM,United States,Common Stock
ENVB,"Enveric Biosciences, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ENVX,Enovix Corporation,USD,NASDAQ,XNGS,United States,Common Stock
EOLS,Evolus Inc,USD,NASDAQ,XNMS,United States,Common Stock
EOSE,Eos Energy Enterprises Inc,USD,NASDAQ,XNCM,United States,Common Stock
EOSEW,"Eos Energy Enterprises, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
EPIX,Essa Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
EPOW,,USD,NASDAQ,XNCM,United States,Common Stock
EPSN,Epsilon Energy Ltd-Canada,USD,NASDAQ,XNMS,United States,Common Stock
EQ,Equillium Inc,USD,NASDAQ,XNMS,United States,Common Stock
EQBK,Equity Bancshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
EQIX,Equinix Inc,USD,NASDAQ,XNGS,United States,REIT
EQRX,"EQRx, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
EQRXW,"EQRx, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
ERAS,"Erasca, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ERES,East Resources Acquisition Company,USD,NASDAQ,XNCM,United States,Common Stock
ERESU,East Resources Acquisition Company,USD,NASDAQ,XNCM,United States,Unit
ERESW,East Resources Acquisition Company,USD,NASDAQ,XNCM,United States,Common Stock
ERIC,Telefonaktiebolaget LM Ericsson,USD,NASDAQ,XNGS,United States,Depositary Receipt
ERIE,Erie Indemnity Co,USD,NASDAQ,XNGS,United States,Common Stock
ERII,Energy Recovery Inc,USD,NASDAQ,XNGS,United States,Common Stock
ERNA,Eterna Therapeutics Inc.,USD,NASDAQ,XNCM,United States,Common Stock
ERYP,Erytech Pharma SA,USD,NASDAQ,XNGS,United States,Depositary Receipt
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock
ESACU,ESGEN Acquisition Corporation,USD,NASDAQ,XNMS,United States,Unit
ESACW,ESGEN Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ESCA,Escalade Inc,USD,NASDAQ,XNMS,United States,Common Stock
ESEA,Euroseas Ltd,USD,NASDAQ,XNCM,United States,Common Stock
ESGR,Enstar Group Ltd,USD,NASDAQ,XNGS,United States,Common Stock
ESGRO,Enstar Group Ltd,USD,NASDAQ,XNGS,United States,Preferred Stock
ESGRP,Enstar Group Ltd,USD,NASDAQ,XNGS,United States,Preferred Stock
ESLT,Elbit Systems Ltd,USD,NASDAQ,XNGS,United States,Common Stock
ESOA,Energy Services of America Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ESPR,Esperion Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
ESQ,Esquire Financial Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
ESSA,ESSA Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock
ESSC,East Stone Acquisition Corp,USD,NASDAQ,XNCM,United States,Common Stock
ESTA,Establishment Labs Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
ETNB,89bio Inc,USD,NASDAQ,XNMS,United States,Common Stock
ETON,Eton Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
ETSY,Etsy Inc,USD,NASDAQ,XNGS,United States,Common Stock
EUCR,Eucrates Biomedical Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
EUCRU,Eucrates Biomedical Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
EUCRW,Eucrates Biomedical Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
EUDA,Euda Health Holdings Limited,USD,NASDAQ,XNCM,United States,Common Stock
EUDAW,EUDA Health Holdings Limited,USD,NASDAQ,XNMS,United States,Common Stock
EVAX,Evaxion Biotech A/S,USD,NASDAQ,XNCM,United States,Common Stock
EVBG,Everbridge Inc,USD,NASDAQ,XNMS,United States,Common Stock
EVCM,EverCommerce Inc.,USD,NASDAQ,XNGS,United States,Common Stock
EVER,EverQuote Inc,USD,NASDAQ,XNMS,United States,Common Stock
EVGN,Evogene Ltd,USD,NASDAQ,XNMS,United States,Common Stock
EVGO,"EVgo, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
EVGOW,"EVgo, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
EVGR,Evergreen Corp,USD,NASDAQ,XNMS,United States,Common Stock
EVGRU,Evergreen Corp,USD,NASDAQ,XNMS,United States,Unit
EVGRW,Evergreen Corporation,USD,NASDAQ,XNMS,United States,Common Stock
EVK,Ever-Glory International Group Inc,USD,NASDAQ,XNMS,United States,Common Stock
EVLO,Evelo Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock
EVLV,2,USD,NASDAQ,XNCM,United States,Common Stock
EVLVW,"Evolv Technologies Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
EVO,Evotec SE,USD,NASDAQ,XNGS,United States,Depositary Receipt
EVOJ,Evo Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
EVOJU,Evo Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
EVOJW,Evo Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
EVOK,Evoke Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
EVOP,Evo Payments Inc,USD,NASDAQ,XNMS,United States,Common Stock
EVRG,Evergy Inc,USD,NASDAQ,XNGS,United States,Common Stock
EVTV,"Envirotech Vehicles, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
EWBC,East West Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock
EWCZ,"European Wax Center, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
EWTX,"Edgewise Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
EXAI,Exscientia plc,USD,NASDAQ,XNGS,United States,Common Stock
EXAS,Exact Sciences Corp,USD,NASDAQ,XNCM,United States,Common Stock
EXC,Exelon Corp,USD,NASDAQ,XNGS,United States,Common Stock
EXCVV,Exelon Corporation,USD,NASDAQ,XNGS,United States,Common Stock
EXEL,Exelixis Inc,USD,NASDAQ,XNGS,United States,Common Stock
EXFY,"Expensify, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
EXLS,ExlService Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
EXPD,Expeditors International of Washington Inc,USD,NASDAQ,XNGS,United States,Common Stock
EXPE,Expedia Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
EXPI,eXp World Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock
EXPO,Exponent Inc,USD,NASDAQ,XNGS,United States,Common Stock
EXTR,Extreme Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock
EYE,National Vision Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
EYEG,EyeGate Pharmaceuticals Inc,USD,NASDAQ,XNAS,United States,Common Stock
EYEN,Eyenovia Inc,USD,NASDAQ,XNCM,United States,Common Stock
EYES,Second Sight Medical Products Inc,USD,NASDAQ,XNCM,United States,Common Stock
EYPT,EyePoint Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
EZFL,EZFill Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock
EZGO,EZGO Technologies Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
EZPW,EZCORP Inc,USD,NASDAQ,XNGS,United States,Common Stock
FA,First Advantage Corporation,USD,NASDAQ,XNGS,United States,Common Stock
FAMI,Farmmi Inc,USD,NASDAQ,XNCM,United States,Common Stock
FANG,Diamondback Energy Inc,USD,NASDAQ,XNGS,United States,Common Stock
FANH,Fanhua Inc,USD,NASDAQ,XNGS,United States,Depositary Receipt
FARM,Farmer Brothers Co,USD,NASDAQ,XNGS,United States,Common Stock
FARO,FARO Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock
FAST,Fastenal Co,USD,NASDAQ,XNGS,United States,Common Stock
FAT,FAT Brands Inc,USD,NASDAQ,XNCM,United States,Common Stock
FATBB,FAT Brands Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FATBP,FAT Brands Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FATBW,FAT Brands Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FATE,Fate Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
FATP,Fat Projects Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock
FATPU,Fat Projects Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit
FATPW,Fat Projects Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock
FAZE,FaZe Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FAZEW,FaZe Holdings Inc.,USD,NASDAQ,XNMS,United States,Common Stock
FBIO,Fortress Biotech Inc,USD,NASDAQ,XNCM,United States,Common Stock
FBIOP,Fortress Biotech Inc,USD,NASDAQ,XNCM,United States,Preferred Stock
FBIZ,First Business Financial Services Inc,USD,NASDAQ,XNGS,United States,Common Stock
FBMS,First Bancshares Inc-The,USD,NASDAQ,XNMS,United States,Common Stock
FBNC,First Bancorp-Southern Pines NC,USD,NASDAQ,XNGS,United States,Common Stock
FBRX,"Forte Biosciences, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FCAP,First Capital Inc,USD,NASDAQ,XNCM,United States,Common Stock
FCBC,First Community Bankshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
FCCO,First Community Corp-SC,USD,NASDAQ,XNCM,United States,Common Stock
FCEL,FuelCell Energy Inc,USD,NASDAQ,XNMS,United States,Common Stock
FCFS,FirstCash Inc,USD,NASDAQ,XNGS,United States,Common Stock
FCNCA,First Citizens BancShares Inc-NC,USD,NASDAQ,XNGS,United States,Common Stock
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",USD,NASDAQ,XNGS,United States,Common Stock
FCNCP,First Citizens BancShares Inc-NC,USD,NASDAQ,XNGS,United States,Preferred Stock
FCRD,"First Eagle Alternative Capital BDC, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FCUV,"Focus Universal, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
FDBC,Fidelity D&D Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
FDMT,"4D Molecular Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FDUS,Fidus Investment Corp,USD,NASDAQ,XNGS,United States,Common Stock
FEAM,"5E Advanced Materials, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FEIM,Frequency Electronics Inc,USD,NASDAQ,XNMS,United States,Common Stock
FELE,Franklin Electric Co Inc,USD,NASDAQ,XNGS,United States,Common Stock
FEMY,Femasys Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FENC,Fennec Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
FEXD,Fintech Ecosystem Development Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FEXDR,Fintech Ecosystem Development Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FEXDU,Fintech Ecosystem Development Corp.,USD,NASDAQ,XNMS,United States,Unit
FEXDW,Fintech Ecosystem Development Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FFBC,First Financial Bancorp,USD,NASDAQ,XNGS,United States,Common Stock
FFHL,Fuwei Films Holdings Co Ltd,USD,NASDAQ,XNCM,United States,Common Stock
FFIC,Flushing Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock
FFIE,Faraday Future Intelligent Electric Inc.,USD,NASDAQ,XNMS,United States,Common Stock
FFIEW,Faraday Future Intelligent Electric Inc.,USD,NASDAQ,XNMS,United States,Common Stock
FFIN,First Financial Bankshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
FFIV,F5 Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock
FFNW,First Financial Northwest Inc,USD,NASDAQ,XNGS,United States,Common Stock
FFWM,First Foundation Inc,USD,NASDAQ,XNMS,United States,Common Stock
FGBI,First Guaranty Bancshares Inc,USD,NASDAQ,XNMS,United States,Common Stock
FGBIP,"First Guaranty Bancshares, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
FGEN,FibroGen Inc,USD,NASDAQ,XNGS,United States,Common Stock
FGF,"FG Financial Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
FGFPP,"FG Financial Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
FGI,FGI Industries Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
FGIWW,FGI Industries Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
FGMC,FG Merger Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FGMCU,FG Merger Corp,USD,NASDAQ,XNMS,United States,Unit
FGMCW,FG Merger Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FHB,First Hawaiian Inc,USD,NASDAQ,XNGS,United States,Common Stock
FHLT,Future Health ESG Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FHLTU,Future Health ESG Corp.,USD,NASDAQ,XNCM,United States,Unit
FHLTW,Future Health ESG Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FHTX,Foghorn Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
FIAC,Focus Impact Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FIACU,Focus Impact Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
FIACW,Focus Impact Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FIBK,First Interstate BancSystem Inc,USD,NASDAQ,XNGS,United States,Common Stock
FICV,Frontier Investment Corp,USD,NASDAQ,XNCM,United States,Common Stock
FICVU,Frontier Investment Corp,USD,NASDAQ,XNCM,United States,Unit
FINW,FinWise Bancorp,USD,NASDAQ,XNMS,United States,Common Stock
FIP,FTAI Infrastructure LLC,USD,NASDAQ,XNGS,United States,Common Stock
FISI,Financial Institutions Inc,USD,NASDAQ,XNGS,United States,Common Stock
FISV,Fiserv Inc,USD,NASDAQ,XNGS,United States,Common Stock
FITB,Fifth Third Bancorp,USD,NASDAQ,XNGS,United States,Common Stock
FITBI,Fifth Third Bancorp,USD,NASDAQ,XNGS,United States,Preferred Stock
FITBO,Fifth Third Bancorp,USD,NASDAQ,XNGS,United States,Preferred Stock
FITBP,Fifth Third Bancorp,USD,NASDAQ,XNGS,United States,Preferred Stock
FIVE,Five Below Inc,USD,NASDAQ,XNGS,United States,Common Stock
FIVN,Five9 Inc,USD,NASDAQ,XNMS,United States,Common Stock
FIXX,Homology Medicines Inc,USD,NASDAQ,XNGS,United States,Common Stock
FIZZ,National Beverage Corp,USD,NASDAQ,XNGS,United States,Common Stock
FKWL,Franklin Wireless Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FLAC,Frazier Lifesciences Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
FLEX,Flex Ltd,USD,NASDAQ,XNGS,United States,Common Stock
FLFV,Feutune Light Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
FLFVR,Feutune Light Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
FLFVU,Feutune Light Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit
FLFVW,Feutune Light Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
FLGC,Flora Growth Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FLGT,Fulgent Genetics Inc,USD,NASDAQ,XNMS,United States,Common Stock
FLIC,First of Long Island Corp-The,USD,NASDAQ,XNCM,United States,Common Stock
FLJ,FLJ Group Limited,USD,NASDAQ,XNMS,United States,Common Stock
FLL,Full House Resorts Inc,USD,NASDAQ,XNCM,United States,Common Stock
FLNC,"Fluence Energy, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FLNT,Fluent Inc,USD,NASDAQ,XNMS,United States,Common Stock
FLUX,"Flux Power Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FLWS,1-800-Flowers.com Inc,USD,NASDAQ,XNGS,United States,Common Stock
FLXE,"FlexEnergy Green Solutions, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FLXS,Flexsteel Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock
FLYW,Flywire Corporation,USD,NASDAQ,XNGS,United States,Common Stock
FMAO,Farmers & Merchants Bancorp Inc-Archbold OH,USD,NASDAQ,XNCM,United States,Common Stock
FMBH,First Mid Bancshares Inc,USD,NASDAQ,XNMS,United States,Common Stock
FMIV,Forum Merger IV Corporation,USD,NASDAQ,XNCM,United States,Common Stock
FMIVU,Forum Merger IV Corporation,USD,NASDAQ,XNCM,United States,Unit
FMNB,Farmers National Banc Corp,USD,NASDAQ,XNCM,United States,Common Stock
FNCB,FNCB Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock
FNCH,"Finch Therapeutics Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
FNGR,"FingerMotion, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FNKO,Funko Inc,USD,NASDAQ,XNGS,United States,Common Stock
FNLC,First Bancorp Inc-ME,USD,NASDAQ,XNGS,United States,Common Stock
FNVT,Finnovate Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FNVTU,Finnovate Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
FNVTW,Finnovate Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FNWB,First Northwest Bancorp,USD,NASDAQ,XNMS,United States,Common Stock
FNWD,Finward Bancorp,USD,NASDAQ,XNCM,United States,Common Stock
FOCS,Focus Financial Partners Inc,USD,NASDAQ,XNGS,United States,Common Stock
FOLD,Amicus Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
FONR,FONAR Corp,USD,NASDAQ,XNCM,United States,Common Stock
FORA,Forian Inc.,USD,NASDAQ,XNCM,United States,Common Stock
FORD,Forward Industries Inc,USD,NASDAQ,XNCM,United States,Common Stock
FORM,FormFactor Inc,USD,NASDAQ,XNGS,United States,Common Stock
FORR,Forrester Research Inc,USD,NASDAQ,XNGS,United States,Common Stock
FORTY,Formula Systems 1985 Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
FOSL,Fossil Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
FOSLL,"Fossil Group, Inc. 7% Senior Notes due 2026",USD,NASDAQ,XNGS,United States,Preferred Stock
FOUNU,Founder SPAC,USD,NASDAQ,XNMS,United States,Unit
FOX,Fox Corp,USD,NASDAQ,XNGS,United States,Common Stock
FOXA,Fox Corp,USD,NASDAQ,XNGS,United States,Common Stock
FOXF,Fox Factory Holding Corp,USD,NASDAQ,XNGS,United States,Common Stock
FOXW,FoxWayne Enterprises Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FOXWU,FoxWayne Enterprises Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
FOXWW,FoxWayne Enterprises Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FPAY,FlexShopper Inc,USD,NASDAQ,XNCM,United States,Common Stock
FRAF,Franklin Financial Services Corp,USD,NASDAQ,XNCM,United States,Common Stock
FRBA,First Bank-Hamilton NJ,USD,NASDAQ,XNMS,United States,Common Stock
FRBK,Republic First Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
FRBN,Forbion European Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FRBNU,Forbion European Acquisition Corp. Unit,USD,NASDAQ,XNMS,United States,Unit
FRBNW,Forbion European Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FREE,"Whole Earth Brands, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FREEW,Whole Earth Brands Inc,USD,NASDAQ,XNCM,United States,Common Stock
FREQ,Frequency Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
FRG,Franchise Group Inc,USD,NASDAQ,XNMS,United States,Common Stock
FRGAP,"Franchise Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
FRGI,Fiesta Restaurant Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
FRGT,Freight Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
FRHC,Freedom Holding Corp-NV,USD,NASDAQ,XNCM,United States,Common Stock
FRLA,Fortune Rise Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FRLAU,Fortune Rise Acquisition Corpor,USD,NASDAQ,XNMS,United States,Unit
FRLAW,Fortune Rise Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FRLN,Freeline Therapeutics Holdings plc,USD,NASDAQ,XNCM,United States,Common Stock
FRME,First Merchants Corp,USD,NASDAQ,XNGS,United States,Common Stock
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",USD,NASDAQ,XNGS,United States,Common Stock
FROG,JFrog Ltd,USD,NASDAQ,XNGS,United States,Common Stock
FRON,Frontier Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FRONU,Frontier Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
FRONW,Frontier Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FRPH,FRP Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
FRPT,Freshpet Inc,USD,NASDAQ,XNMS,United States,Common Stock
FRSG,First Reserve Sustainable Growth Corp.,USD,NASDAQ,XNCM,United States,Common Stock
FRSGU,First Reserve Sustainable Growth Corp.,USD,NASDAQ,XNCM,United States,Unit
FRSH,Freshworks Inc.,USD,NASDAQ,XNGS,United States,Common Stock
FRST,Primis Financial Corp.,USD,NASDAQ,XNMS,United States,Common Stock
FRSX,Foresight Autonomous Holdings Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
FRTX,Fresh Tracks Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
FRZA,"Forza X1, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FSBC,FSB Bancorp Inc-NY,USD,NASDAQ,XNGS,United States,Common Stock
FSBW,FS Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock
FSEA,First Seacoast Bancorp,USD,NASDAQ,XNCM,United States,Common Stock
FSFG,First Savings Financial Group Inc,USD,NASDAQ,XNCM,United States,Common Stock
FSLR,First Solar Inc,USD,NASDAQ,XNGS,United States,Common Stock
FSRX,FinServ Acquisition Corp. II,USD,NASDAQ,XNCM,United States,Common Stock
FSRXU,FinServ Acquisition Corp. II,USD,NASDAQ,XNCM,United States,Unit
FSRXW,FinServ Acquisition Corp. II,USD,NASDAQ,XNCM,United States,Common Stock
FSTR,LB Foster Co,USD,NASDAQ,XNGS,United States,Common Stock
FSTX,"F-star Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
FSV,FirstService Corp,USD,NASDAQ,XNGS,United States,Common Stock
FTAA,FTAC Athena Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
